PROJECT,Discipline,Group Type,Hours,Employee GEN,End of Week
CSSBP1L1,CSS,Non Engineering,3.5,000169241,2025-01-24
CSSBP1L1,CSS,Non Engineering,1.0,000169241,2025-01-31
CSSBP1L1,CSS,Non Engineering,1.0,000169241,2025-02-07
CSSBP1L1,CSS,Non Engineering,2.5,000169394,2024-10-04
CSSBP1L1,CSS,Non Engineering,6.0,000169394,2024-10-11
CSSBP1L1,CSS,Non Engineering,18.0,000169394,2024-10-18
CSSBP1L1,CSS,Non Engineering,15.0,000169394,2024-11-08
CSSBP1L1,CSS,Non Engineering,10.0,000169394,2024-11-15
CSSBP1L1,CSS,Non Engineering,6.0,000169394,2024-11-22
CSSBP1L1,CSS,Non Engineering,20.5,000169394,2024-11-29
CSSBP1L1,CSS,Non Engineering,25.5,000169394,2024-12-06
CSSBP1L1,CSS,Non Engineering,9.5,000169394,2024-12-13
CSSBP1L1,CSS,Non Engineering,14.0,000169394,2024-12-20
CSSBP1L1,CSS,Non Engineering,6.0,000169394,2025-01-10
CSSBP1L1,CSS,Non Engineering,9.0,000169394,2025-01-17
CSSBP1L1,CSS,Non Engineering,8.0,000169394,2025-01-24
CSSBP1L1,CSS,Non Engineering,15.5,000169394,2025-01-31
CSSBP1L1,CSS,Non Engineering,11.0,000169394,2025-02-07
CSSBP1L1,Project Services,Non Engineering,40.0,000171191,2024-10-04
CSSBP1L1,Project Services,Non Engineering,25.5,000171191,2024-10-11
CSSBP1L1,Project Services,Non Engineering,31.5,000171191,2024-10-18
CSSBP1L1,Project Services,Non Engineering,40.0,000171191,2024-10-25
CSSBP1L1,Project Services,Non Engineering,-39.25,000171191,2024-11-01
CSSBP1L1,Project Services,Non Engineering,40.0,000171191,2024-11-08
CSSBP1L1,Project Services,Non Engineering,31.5,000171191,2024-11-15
CSSBP1L1,Project Services,Non Engineering,40.0,000171191,2024-11-22
CSSBP1L1,Project Services,Non Engineering,40.0,000171191,2024-11-29
CSSBP1L1,Project Services,Non Engineering,40.0,000171191,2024-12-06
CSSBP1L1,Project Services,Non Engineering,17.0,000171191,2024-12-13
CSSBP1L1,Project Services,Non Engineering,13.5,000171191,2024-12-20
CSSBP1L1,Project Services,Non Engineering,8.5,000171191,2024-12-27
CSSBP1L1,Project Services,Non Engineering,14.5,000171191,2025-01-03
CSSBP1L1,Project Services,Non Engineering,31.5,000171191,2025-01-10
CSSBP1L1,Project Services,Non Engineering,40.0,000171191,2025-01-17
CSSBP1L1,Project Services,Non Engineering,40.0,000171191,2025-01-24
CSSBP1L1,Project Services,Non Engineering,40.0,000171191,2025-01-31
CSSBP1L1,Project Services,Non Engineering,40.0,000171191,2025-02-07
CSSBP1L1,CSS,Non Engineering,3.5,000174862,2024-10-04
CSSBP1L1,CSS,Non Engineering,1.0,000174862,2024-10-11
CSSBP1L1,CSS,Non Engineering,40.0,000174862,2024-10-25
CSSBP1L1,CSS,Non Engineering,25.5,000174862,2024-11-01
CSSBP1L1,CSS,Non Engineering,31.5,000174862,2024-11-15
CSSBP1L1,CSS,Non Engineering,31.5,000174862,2024-11-22
CSSBP1L1,CSS,Non Engineering,31.5,000174862,2024-11-29
CSSBP1L1,CSS,Non Engineering,40.0,000174862,2024-12-06
CSSBP1L1,CSS,Non Engineering,32.0,000174862,2024-12-13
CSSBP1L1,CSS,Non Engineering,23.5,000174862,2024-12-20
CSSBP1L1,CSS,Non Engineering,14.5,000174862,2025-01-03
CSSBP1L1,CSS,Non Engineering,10.5,000174862,2025-01-10
CSSBP1L1,CSS,Non Engineering,19.0,000174862,2025-01-17
CSSBP1L1,CSS,Non Engineering,34.0,000174862,2025-01-24
CSSBP1L1,CSS,Non Engineering,30.5,000174862,2025-01-31
CSSBP1L1,CSS,Non Engineering,13.0,000174862,2025-02-07
CSSBP1L1,CSS,Non Engineering,14.5,000185421,2024-10-04
CSSBP1L1,CSS,Non Engineering,13.0,000185421,2024-10-11
CSSBP1L1,CSS,Non Engineering,11.0,000185421,2024-10-18
CSSBP1L1,CSS,Non Engineering,19.0,000185421,2024-11-08
CSSBP1L1,CSS,Non Engineering,20.0,000185421,2024-11-15
CSSBP1L1,CSS,Non Engineering,32.0,000185421,2024-11-22
CSSBP1L1,CSS,Non Engineering,29.5,000185421,2024-11-29
CSSBP1L1,CSS,Non Engineering,26.0,000185421,2024-12-06
CSSBP1L1,CSS,Non Engineering,25.0,000185421,2024-12-13
CSSBP1L1,CSS,Non Engineering,17.5,000185421,2024-12-20
CSSBP1L1,CSS,Non Engineering,29.5,000185421,2025-01-10
CSSBP1L1,CSS,Non Engineering,28.0,000185421,2025-01-17
CSSBP1L1,CSS,Non Engineering,38.0,000185421,2025-01-24
CSSBP1L1,CSS,Non Engineering,9.5,000185421,2025-01-31
CSSBP1L1,CSS,Non Engineering,16.0,000185421,2025-02-07
CSSBP1L1,Geospatial,Engineering,33.0,000190577,2024-10-04
CSSBP1L1,Geospatial,Engineering,33.5,000190577,2024-10-11
CSSBP1L1,Geospatial,Engineering,37.0,000190577,2024-10-18
CSSBP1L1,Geospatial,Engineering,30.0,000190577,2024-10-25
CSSBP1L1,Geospatial,Engineering,27.75,000190577,2024-11-01
CSSBP1L1,Geospatial,Engineering,23.0,000190577,2024-11-08
CSSBP1L1,Geospatial,Engineering,16.0,000190577,2024-11-15
CSSBP1L1,Geospatial,Engineering,26.0,000190577,2024-11-22
CSSBP1L1,Geospatial,Engineering,28.0,000190577,2024-11-29
CSSBP1L1,Geospatial,Engineering,14.0,000190577,2024-12-06
CSSBP1L1,Geospatial,Engineering,29.5,000190577,2024-12-13
CSSBP1L1,Geospatial,Engineering,28.0,000190577,2024-12-20
CSSBP1L1,Geospatial,Engineering,8.5,000190577,2024-12-27
CSSBP1L1,Geospatial,Engineering,21.0,000190577,2025-01-03
CSSBP1L1,Geospatial,Engineering,19.5,000190577,2025-01-10
CSSBP1L1,Geospatial,Engineering,33.0,000190577,2025-01-17
CSSBP1L1,Geospatial,Engineering,28.5,000190577,2025-01-24
CSSBP1L1,Geospatial,Engineering,20.0,000190577,2025-01-31
CSSBP1L1,Geospatial,Engineering,23.5,000190577,2025-02-07
CSSBP1L1,CSS,Non Engineering,12.0,000191032,2024-10-11
CSSBP1L1,CSS,Non Engineering,6.0,000191032,2024-10-18
CSSBP1L1,CSS,Non Engineering,3.0,000191032,2024-10-25
CSSBP1L1,CSS,Non Engineering,40.0,000191042,2024-10-04
CSSBP1L1,CSS,Non Engineering,34.0,000191042,2024-10-11
CSSBP1L1,CSS,Non Engineering,40.0,000191042,2024-10-18
CSSBP1L1,CSS,Non Engineering,40.0,000191042,2024-10-25
CSSBP1L1,CSS,Non Engineering,34.0,000191042,2024-11-01
CSSBP1L1,CSS,Non Engineering,17.0,000191042,2024-11-08
CSSBP1L1,CSS,Non Engineering,25.5,000191042,2024-11-15
CSSBP1L1,CSS,Non Engineering,26.0,000191042,2024-11-22
CSSBP1L1,CSS,Non Engineering,18.0,000191042,2024-11-29
CSSBP1L1,CSS,Non Engineering,36.0,000191042,2024-12-06
CSSBP1L1,CSS,Non Engineering,25.0,000191042,2024-12-13
CSSBP1L1,CSS,Non Engineering,29.5,000191042,2025-01-03
CSSBP1L1,CSS,Non Engineering,29.5,000191042,2025-01-10
CSSBP1L1,CSS,Non Engineering,37.0,000191042,2025-01-17
CSSBP1L1,CSS,Non Engineering,21.5,000191042,2025-01-24
CSSBP1L1,CSS,Non Engineering,30.0,000191042,2025-01-31
CSSBP1L1,CSS,Non Engineering,34.0,000191404,2024-10-04
CSSBP1L1,CSS,Non Engineering,31.5,000191404,2024-10-11
CSSBP1L1,CSS,Non Engineering,25.5,000191404,2024-11-01
CSSBP1L1,CSS,Non Engineering,40.0,000191404,2024-11-08
CSSBP1L1,CSS,Non Engineering,23.0,000191404,2024-11-15
CSSBP1L1,CSS,Non Engineering,40.0,000191404,2024-11-22
CSSBP1L1,CSS,Non Engineering,40.0,000191404,2024-11-29
CSSBP1L1,CSS,Non Engineering,40.0,000191404,2024-12-06
CSSBP1L1,CSS,Non Engineering,40.0,000191404,2024-12-13
CSSBP1L1,CSS,Non Engineering,39.0,000191404,2024-12-20
CSSBP1L1,CSS,Non Engineering,23.0,000191404,2024-12-27
CSSBP1L1,CSS,Non Engineering,31.5,000191404,2025-01-03
CSSBP1L1,CSS,Non Engineering,40.0,000191404,2025-01-24
CSSBP1L1,CSS,Non Engineering,40.0,000191404,2025-01-31
CSSBP1L1,CSS,Non Engineering,40.0,000191404,2025-02-07
CSSBP1L1,CSS,Non Engineering,35.5,000194266,2024-10-04
CSSBP1L1,CSS,Non Engineering,47.0,000194266,2024-10-11
CSSBP1L1,CSS,Non Engineering,39.0,000194266,2024-10-18
CSSBP1L1,CSS,Non Engineering,28.0,000194266,2024-10-25
CSSBP1L1,CSS,Non Engineering,20.5,000194266,2024-11-08
CSSBP1L1,CSS,Non Engineering,28.0,000194266,2024-11-15
CSSBP1L1,CSS,Non Engineering,35.5,000194266,2024-11-22
CSSBP1L1,CSS,Non Engineering,28.0,000194266,2024-11-29
CSSBP1L1,CSS,Non Engineering,35.5,000194266,2024-12-06
CSSBP1L1,CSS,Non Engineering,30.0,000194266,2024-12-13
CSSBP1L1,CSS,Non Engineering,6.5,000194266,2024-12-20
CSSBP1L1,CSS,Non Engineering,28.0,000194266,2025-01-10
CSSBP1L1,CSS,Non Engineering,35.5,000194266,2025-01-17
CSSBP1L1,CSS,Non Engineering,35.5,000194266,2025-01-24
CSSBP1L1,CSS,Non Engineering,28.0,000194266,2025-01-31
CSSBP1L1,CSS,Non Engineering,35.5,000194266,2025-02-07
CSSBP1L1,CSS,Non Engineering,1.0,000201204,2024-11-08
CSSBP1L1,CSS,Non Engineering,1.5,000202236,2024-10-04
CSSBP1L1,CSS,Non Engineering,23.0,000202236,2024-10-18
CSSBP1L1,CSS,Non Engineering,10.5,000202236,2024-10-25
CSSBP1L1,CSS,Non Engineering,21.0,000202236,2024-11-01
CSSBP1L1,CSS,Non Engineering,9.0,000202236,2024-11-08
CSSBP1L1,CSS,Non Engineering,5.0,000202236,2024-11-15
CSSBP1L1,CSS,Non Engineering,12.0,000202236,2024-11-29
CSSBP1L1,CSS,Non Engineering,4.0,000202236,2024-12-06
CSSBP1L1,CSS,Non Engineering,4.0,000202236,2024-12-13
CSSBP1L1,CSS,Non Engineering,4.5,000202236,2024-12-20
CSSBP1L1,CSS,Non Engineering,1.0,000202236,2025-01-10
CSSBP1L1,CSS,Non Engineering,48.5,000202236,2025-01-17
CSSBP1L1,CSS,Non Engineering,-26.0,000202236,2025-01-31
CSSBP1L1,CSS,Non Engineering,37.5,000202236,2025-02-07
CSSBP1L1,CSS,Non Engineering,20.0,000202273,2024-10-18
CSSBP1L1,CSS,Non Engineering,25.5,000202273,2024-11-01
CSSBP1L1,CSS,Non Engineering,9.0,000202273,2024-11-08
CSSBP1L1,CSS,Non Engineering,12.0,000202273,2024-11-15
CSSBP1L1,CSS,Non Engineering,34.0,000202273,2024-11-22
CSSBP1L1,CSS,Non Engineering,24.5,000202273,2024-11-29
CSSBP1L1,CSS,Non Engineering,17.0,000202273,2025-01-10
CSSBP1L1,CSS,Non Engineering,33.5,000202273,2025-01-17
CSSBP1L1,CSS,Non Engineering,21.5,000202273,2025-01-24
CSSBP1L1,CSS,Non Engineering,6.5,000202273,2025-01-31
CSSBP1L1,CSS,Non Engineering,40.0,000202273,2025-02-07
CSSBP1L1,Digital & Automation,Engineering,3.5,000202564,2024-11-08
CSSBP1L1,Digital & Automation,Engineering,3.5,000202564,2024-11-15
CSSBP1L1,Digital & Automation,Engineering,2.25,000202564,2024-11-22
CSSBP1L1,Digital & Automation,Engineering,3.5,000202564,2024-12-06
CSSBP1L1,Digital & Automation,Engineering,11.5,000202564,2025-01-31
CSSBP1L1,Digital & Automation,Engineering,0.25,000202564,2025-02-07
CSSBP1L1,CSS,Non Engineering,4.0,000203007,2024-10-11
CSSBP1L1,CSS,Non Engineering,28.0,000204694,2024-10-04
CSSBP1L1,CSS,Non Engineering,6.5,000204694,2024-10-11
CSSBP1L1,CSS,Non Engineering,30.0,000204694,2024-10-18
CSSBP1L1,CSS,Non Engineering,40.0,000204694,2024-10-25
CSSBP1L1,CSS,Non Engineering,29.0,000204694,2024-11-01
CSSBP1L1,CSS,Non Engineering,23.5,000204694,2024-11-08
CSSBP1L1,CSS,Non Engineering,26.5,000204694,2024-11-15
CSSBP1L1,CSS,Non Engineering,39.0,000204694,2024-11-22
CSSBP1L1,CSS,Non Engineering,21.5,000204694,2024-11-29
CSSBP1L1,CSS,Non Engineering,15.5,000204694,2024-12-06
CSSBP1L1,CSS,Non Engineering,8.5,000204694,2024-12-13
CSSBP1L1,CSS,Non Engineering,31.5,000204694,2025-01-10
CSSBP1L1,CSS,Non Engineering,43.0,000204694,2025-01-17
CSSBP1L1,CSS,Non Engineering,4.5,000204694,2025-01-31
CSSBP1L1,CSS,Non Engineering,40.0,000204694,2025-02-07
CSSBP1L1,CSS,Non Engineering,40.0,000206581,2024-10-04
CSSBP1L1,CSS,Non Engineering,42.0,000206581,2024-10-11
CSSBP1L1,CSS,Non Engineering,40.0,000206581,2024-10-18
CSSBP1L1,CSS,Non Engineering,31.5,000206581,2024-10-25
CSSBP1L1,CSS,Non Engineering,34.0,000206581,2024-11-01
CSSBP1L1,CSS,Non Engineering,40.0,000206581,2024-11-08
CSSBP1L1,CSS,Non Engineering,35.5,000206581,2024-11-15
CSSBP1L1,CSS,Non Engineering,14.5,000206581,2024-11-22
CSSBP1L1,CSS,Non Engineering,40.0,000206581,2024-11-29
CSSBP1L1,CSS,Non Engineering,40.0,000206581,2024-12-06
CSSBP1L1,CSS,Non Engineering,40.0,000206581,2024-12-13
CSSBP1L1,CSS,Non Engineering,39.0,000206581,2024-12-20
CSSBP1L1,CSS,Non Engineering,31.5,000206581,2025-01-10
CSSBP1L1,CSS,Non Engineering,40.0,000206581,2025-01-17
CSSBP1L1,CSS,Non Engineering,40.0,000206581,2025-01-24
CSSBP1L1,CSS,Non Engineering,41.5,000206581,2025-01-31
CSSBP1L1,CSS,Non Engineering,40.0,000206581,2025-02-07
CSSBP1L1,CSS,Non Engineering,8.0,000210642,2024-10-04
CSSBP1L1,CSS,Non Engineering,25.5,000210642,2024-10-11
CSSBP1L1,CSS,Non Engineering,20.0,000210642,2024-10-18
CSSBP1L1,Geospatial,Engineering,26.0,000210741,2024-10-11
CSSBP1L1,Geospatial,Engineering,5.5,000210741,2024-10-18
CSSBP1L1,Geospatial,Engineering,24.5,000210741,2024-10-25
CSSBP1L1,Geospatial,Engineering,20.0,000210741,2024-11-01
CSSBP1L1,Geospatial,Engineering,20.25,000210741,2024-11-08
CSSBP1L1,Geospatial,Engineering,25.5,000210741,2024-11-15
CSSBP1L1,Geospatial,Engineering,22.5,000210741,2024-11-22
CSSBP1L1,Geospatial,Engineering,18.0,000210741,2024-11-29
CSSBP1L1,Geospatial,Engineering,13.0,000210741,2024-12-06
CSSBP1L1,Geospatial,Engineering,25.5,000210741,2024-12-13
CSSBP1L1,Geospatial,Engineering,19.0,000210741,2024-12-20
CSSBP1L1,Geospatial,Engineering,7.0,000210741,2024-12-27
CSSBP1L1,Geospatial,Engineering,8.5,000210741,2025-01-10
CSSBP1L1,Geospatial,Engineering,21.0,000210741,2025-01-17
CSSBP1L1,Geospatial,Engineering,19.5,000210741,2025-01-24
CSSBP1L1,Geospatial,Engineering,24.0,000210741,2025-01-31
CSSBP1L1,Geospatial,Engineering,19.5,000210741,2025-02-07
CSSBP1L1,CSS,Non Engineering,31.0,000212395,2024-10-04
CSSBP1L1,CSS,Non Engineering,37.5,000212395,2024-10-11
CSSBP1L1,CSS,Non Engineering,25.5,000212395,2024-10-18
CSSBP1L1,CSS,Non Engineering,21.0,000212397,2024-10-11
CSSBP1L1,CSS,Non Engineering,23.5,000212397,2024-10-18
CSSBP1L1,CSS,Non Engineering,29.5,000212397,2024-10-25
CSSBP1L1,CSS,Non Engineering,25.5,000212397,2024-11-01
CSSBP1L1,CSS,Non Engineering,34.0,000212397,2024-11-08
CSSBP1L1,CSS,Non Engineering,23.0,000212397,2024-11-15
CSSBP1L1,CSS,Non Engineering,11.0,000212397,2024-11-22
CSSBP1L1,CSS,Non Engineering,5.0,000212397,2024-12-06
CSSBP1L1,CSS,Non Engineering,-7.0,000212397,2024-12-13
CSSBP1L1,CSS,Non Engineering,3.0,000212397,2025-01-10
CSSBP1L1,CSS,Non Engineering,33.0,000212397,2025-01-17
CSSBP1L1,CSS,Non Engineering,10.5,000212397,2025-01-24
CSSBP1L1,CSS,Non Engineering,23.5,000212397,2025-01-31
CSSBP1L1,CSS,Non Engineering,32.0,000212397,2025-02-07
CSSBP1L1,CSS,Non Engineering,11.5,000212826,2024-10-04
CSSBP1L1,CSS,Non Engineering,9.5,000212826,2024-10-11
CSSBP1L1,CSS,Non Engineering,18.0,000212826,2024-10-18
CSSBP1L1,CSS,Non Engineering,10.5,000212826,2024-10-25
CSSBP1L1,CSS,Non Engineering,2.5,000212826,2024-11-01
CSSBP1L1,CSS,Non Engineering,4.0,000212826,2024-11-08
CSSBP1L1,CSS,Non Engineering,18.0,000212826,2024-11-29
CSSBP1L1,CSS,Non Engineering,36.0,000212826,2024-12-06
CSSBP1L1,CSS,Non Engineering,45.0,000212826,2024-12-13
CSSBP1L1,CSS,Non Engineering,-8.5,000212826,2024-12-20
CSSBP1L1,CSS,Non Engineering,20.0,000212826,2025-01-03
CSSBP1L1,CSS,Non Engineering,8.5,000212826,2025-01-10
CSSBP1L1,CSS,Non Engineering,1.5,000212826,2025-01-17
CSSBP1L1,CSS,Non Engineering,9.5,000212826,2025-01-24
CSSBP1L1,CSS,Non Engineering,4.5,000212826,2025-01-31
CSSBP1L1,CSS,Non Engineering,5.5,000212826,2025-02-07
CSSBP1L1,CSS,Non Engineering,40.0,000213359,2024-10-11
CSSBP1L1,CSS,Non Engineering,17.0,000213359,2024-10-18
CSSBP1L1,CSS,Non Engineering,40.0,000213359,2024-10-25
CSSBP1L1,CSS,Non Engineering,34.0,000213359,2024-11-01
CSSBP1L1,CSS,Non Engineering,40.0,000213359,2024-11-08
CSSBP1L1,CSS,Non Engineering,31.5,000213359,2024-11-15
CSSBP1L1,CSS,Non Engineering,31.5,000213359,2024-11-22
CSSBP1L1,CSS,Non Engineering,40.0,000213359,2024-11-29
CSSBP1L1,CSS,Non Engineering,11.0,000213359,2024-12-06
CSSBP1L1,CSS,Non Engineering,31.5,000213359,2024-12-13
CSSBP1L1,CSS,Non Engineering,31.5,000213359,2025-01-10
CSSBP1L1,CSS,Non Engineering,40.0,000213359,2025-01-17
CSSBP1L1,CSS,Non Engineering,9.0,000213359,2025-01-24
CSSBP1L1,CSS,Non Engineering,19.0,000213359,2025-01-31
CSSBP1L1,CSS,Non Engineering,21.0,000213359,2025-02-07
CSSBP1L1,CSS,Non Engineering,5.0,000213461,2024-10-04
CSSBP1L1,CSS,Non Engineering,2.0,000213461,2024-10-11
CSSBP1L1,CSS,Non Engineering,24.0,000213461,2024-11-01
CSSBP1L1,CSS,Non Engineering,27.5,000213461,2024-11-08
CSSBP1L1,CSS,Non Engineering,-22.0,000213461,2024-11-15
CSSBP1L1,CSS,Non Engineering,1.0,000213461,2024-11-22
CSSBP1L1,CSS,Non Engineering,2.0,000213461,2024-11-29
CSSBP1L1,CSS,Non Engineering,18.0,000213461,2024-12-06
CSSBP1L1,CSS,Non Engineering,28.0,000213461,2024-12-13
CSSBP1L1,CSS,Non Engineering,11.0,000213461,2024-12-20
CSSBP1L1,CSS,Non Engineering,8.0,000213461,2025-01-03
CSSBP1L1,CSS,Non Engineering,1.5,000213461,2025-01-10
CSSBP1L1,CSS,Non Engineering,2.0,000213461,2025-01-24
CSSBP1L1,CSS,Non Engineering,40.0,000213461,2025-02-07
CSSBP1L1,Project Services,Non Engineering,40.0,000215620,2024-10-18
CSSBP1L1,Project Services,Non Engineering,40.0,000215620,2024-10-25
CSSBP1L1,Project Services,Non Engineering,17.0,000215620,2024-11-01
CSSBP1L1,Project Services,Non Engineering,40.0,000215620,2024-11-08
CSSBP1L1,Project Services,Non Engineering,31.5,000215620,2024-11-15
CSSBP1L1,Project Services,Non Engineering,40.0,000215620,2024-11-22
CSSBP1L1,Project Services,Non Engineering,40.0,000215620,2024-11-29
CSSBP1L1,Project Services,Non Engineering,40.0,000215620,2024-12-06
CSSBP1L1,Project Services,Non Engineering,31.5,000215620,2024-12-13
CSSBP1L1,Project Services,Non Engineering,39.0,000215620,2024-12-20
CSSBP1L1,Project Services,Non Engineering,8.5,000215620,2024-12-27
CSSBP1L1,Project Services,Non Engineering,17.0,000215620,2025-01-03
CSSBP1L1,Project Services,Non Engineering,40.0,000215620,2025-01-17
CSSBP1L1,Project Services,Non Engineering,71.5,000215620,2025-01-24
CSSBP1L1,Project Services,Non Engineering,14.5,000215620,2025-01-31
CSSBP1L1,Project Services,Non Engineering,40.0,000215620,2025-02-07
CSSBP1L1,CSS,Non Engineering,18.5,000223815,2024-10-04
CSSBP1L1,CSS,Non Engineering,19.5,000223815,2024-10-11
CSSBP1L1,CSS,Non Engineering,18.5,000223815,2024-10-18
CSSBP1L1,CSS,Non Engineering,4.5,000223815,2024-10-25
CSSBP1L1,CSS,Non Engineering,11.0,000223815,2024-11-01
CSSBP1L1,CSS,Non Engineering,18.5,000223815,2024-11-08
CSSBP1L1,CSS,Non Engineering,22.0,000223815,2024-11-15
CSSBP1L1,CSS,Non Engineering,26.0,000223815,2024-11-22
CSSBP1L1,CSS,Non Engineering,26.0,000223815,2024-11-29
CSSBP1L1,CSS,Non Engineering,30.5,000223815,2024-12-06
CSSBP1L1,CSS,Non Engineering,21.5,000223815,2024-12-20
CSSBP1L1,CSS,Non Engineering,4.5,000223815,2025-01-03
CSSBP1L1,CSS,Non Engineering,31.5,000223815,2025-01-10
CSSBP1L1,CSS,Non Engineering,31.5,000223815,2025-01-17
CSSBP1L1,CSS,Non Engineering,37.5,000223815,2025-01-24
CSSBP1L1,CSS,Non Engineering,38.5,000223815,2025-01-31
CSSBP1L1,CSS,Non Engineering,32.5,000223815,2025-02-07
CSSBP1L1,CSS,Non Engineering,40.0,000223826,2024-10-18
CSSBP1L1,CSS,Non Engineering,40.0,000223826,2024-10-25
CSSBP1L1,CSS,Non Engineering,34.0,000223826,2024-11-01
CSSBP1L1,CSS,Non Engineering,40.0,000223826,2024-11-08
CSSBP1L1,CSS,Non Engineering,31.5,000223826,2024-11-15
CSSBP1L1,CSS,Non Engineering,40.0,000223826,2024-11-22
CSSBP1L1,CSS,Non Engineering,40.0,000223826,2024-11-29
CSSBP1L1,CSS,Non Engineering,40.0,000223826,2024-12-06
CSSBP1L1,CSS,Non Engineering,40.0,000223826,2024-12-13
CSSBP1L1,CSS,Non Engineering,34.0,000223826,2024-12-20
CSSBP1L1,CSS,Non Engineering,17.0,000223826,2024-12-27
CSSBP1L1,CSS,Non Engineering,23.0,000223826,2025-01-03
CSSBP1L1,CSS,Non Engineering,31.5,000223826,2025-01-10
CSSBP1L1,CSS,Non Engineering,40.0,000223826,2025-01-17
CSSBP1L1,CSS,Non Engineering,40.0,000223826,2025-01-24
CSSBP1L1,CSS,Non Engineering,40.0,000223826,2025-01-31
CSSBP1L1,CSS,Non Engineering,42.0,000223826,2025-02-07
CSSBP1L1,CSS,Non Engineering,40.0,000224979,2024-10-04
CSSBP1L1,CSS,Non Engineering,40.0,000224979,2024-10-11
CSSBP1L1,CSS,Non Engineering,31.5,000224979,2024-10-18
CSSBP1L1,CSS,Non Engineering,40.0,000224979,2024-10-25
CSSBP1L1,CSS,Non Engineering,34.0,000224979,2024-11-01
CSSBP1L1,CSS,Non Engineering,40.0,000224979,2024-11-08
CSSBP1L1,CSS,Non Engineering,31.5,000224979,2024-11-15
CSSBP1L1,CSS,Non Engineering,40.0,000224979,2024-11-22
CSSBP1L1,CSS,Non Engineering,34.0,000224979,2024-11-29
CSSBP1L1,CSS,Non Engineering,40.0,000224979,2024-12-06
CSSBP1L1,CSS,Non Engineering,31.5,000224979,2024-12-13
CSSBP1L1,CSS,Non Engineering,39.0,000224979,2024-12-20
CSSBP1L1,CSS,Non Engineering,14.5,000224979,2025-01-03
CSSBP1L1,CSS,Non Engineering,31.5,000224979,2025-01-10
CSSBP1L1,CSS,Non Engineering,40.0,000224979,2025-01-17
CSSBP1L1,CSS,Non Engineering,31.5,000224979,2025-01-24
CSSBP1L1,CSS,Non Engineering,40.0,000224979,2025-02-07
CSSBP1L1,Project Services,Non Engineering,40.0,000227423,2024-10-11
CSSBP1L1,Project Services,Non Engineering,40.0,000227423,2024-10-18
CSSBP1L1,Project Services,Non Engineering,40.0,000227423,2024-10-25
CSSBP1L1,Project Services,Non Engineering,34.0,000227423,2024-11-01
CSSBP1L1,Project Services,Non Engineering,40.0,000227423,2024-11-08
CSSBP1L1,Project Services,Non Engineering,31.5,000227423,2024-11-15
CSSBP1L1,Project Services,Non Engineering,40.0,000227423,2024-11-22
CSSBP1L1,Project Services,Non Engineering,40.0,000227423,2024-11-29
CSSBP1L1,Project Services,Non Engineering,40.0,000227423,2024-12-06
CSSBP1L1,Project Services,Non Engineering,31.5,000227423,2024-12-13
CSSBP1L1,Project Services,Non Engineering,39.0,000227423,2024-12-20
CSSBP1L1,Project Services,Non Engineering,23.0,000227423,2024-12-27
CSSBP1L1,Project Services,Non Engineering,31.5,000227423,2025-01-03
CSSBP1L1,Project Services,Non Engineering,31.5,000227423,2025-01-10
CSSBP1L1,Project Services,Non Engineering,40.0,000227423,2025-01-17
CSSBP1L1,Project Services,Non Engineering,40.0,000227423,2025-01-24
CSSBP1L1,Project Services,Non Engineering,40.0,000227423,2025-01-31
CSSBP1L1,Project Services,Non Engineering,40.0,000227423,2025-02-07
CSSBP1L1,Project Services,Non Engineering,40.0,000227427,2024-10-04
CSSBP1L1,Project Services,Non Engineering,24.0,000227427,2024-10-11
CSSBP1L1,Project Services,Non Engineering,32.0,000227427,2024-11-01
CSSBP1L1,Project Services,Non Engineering,40.0,000227427,2024-11-08
CSSBP1L1,Project Services,Non Engineering,32.0,000227427,2024-11-15
CSSBP1L1,Project Services,Non Engineering,40.0,000227427,2024-11-22
CSSBP1L1,Project Services,Non Engineering,40.0,000227427,2024-11-29
CSSBP1L1,Project Services,Non Engineering,40.0,000227427,2024-12-06
CSSBP1L1,Project Services,Non Engineering,40.0,000227427,2024-12-13
CSSBP1L1,Project Services,Non Engineering,32.0,000227427,2024-12-20
CSSBP1L1,Project Services,Non Engineering,16.0,000227427,2025-01-03
CSSBP1L1,Project Services,Non Engineering,32.0,000227427,2025-01-10
CSSBP1L1,Project Services,Non Engineering,24.0,000227427,2025-01-17
CSSBP1L1,Project Services,Non Engineering,16.0,000227427,2025-01-24
CSSBP1L1,Project Services,Non Engineering,-20.0,000227427,2025-01-31
CSSBP1L1,Project Services,Non Engineering,40.0,000227427,2025-02-07
CSSBP1L1,CSS,Non Engineering,1.5,000233529,2024-11-08
CSSBP1L1,CSS,Non Engineering,8.5,000242949,2024-12-06
CSSBP1L1,CSS,Non Engineering,30.0,000242949,2024-12-13
CSSBP1L1,CSS,Non Engineering,26.0,000242949,2024-12-20
CSSBP1L1,CSS,Non Engineering,9.0,000242949,2025-01-03
CSSBP1L1,CSS,Non Engineering,8.5,000242949,2025-01-10
CSSBP1L1,CSS,Non Engineering,7.0,000242949,2025-01-17
CSSBP1L1,CSS,Non Engineering,14.5,000249303,2024-11-29
CSSBP1L1,CSS,Non Engineering,40.0,000249303,2024-12-06
CSSBP1L1,CSS,Non Engineering,41.0,000249303,2024-12-27
CSSBP1L1,CSS,Non Engineering,14.5,000249303,2025-01-03
